"Canonical_Employer_Key","Employer_Display_Name","Canonical_Industry","Record_Count","Original_Name_Count","Original_Key_Count","Original_Industry_Count","Original_Names","Original_Keys","Original_Industries"
"U PULL AND PAY","U Pull and Pay","NA","1","1","1","0","U Pull and Pay","U PULL AND PAY",""
"US ARMY","U.S. Army","Defense","1","1","1","1","U.S. Army","US ARMY","Defense"
"US DEPARTMENT OF DEFENSE","U.S. Department of Defense","Defense","1","1","1","1","U.S. Department of Defense","US DEPARTMENT OF DEFENSE","Defense"
"US GENERAL SERVICES ADMINISTRATION GSA","U.S. General Services Administration (GSA)","Government - Local, State & Federal","1","1","1","1","U.S. General Services Administration (GSA)","US GENERAL SERVICES ADMINISTRATION GSA","Government - Local, State & Federal"
"UA RUHR","UA Ruhr","Higher Education","1","1","1","1","UA Ruhr","UA RUHR","Higher Education"
"UBER FREIGHT","Uber Freight","Transportation & Logistics","1","1","1","1","Uber Freight","UBER FREIGHT","Transportation & Logistics"
"UBS PRIVATE WEALTH MANAGEMENT","UBS Private Wealth Management","Investment / Portfolio Management","1","1","1","1","UBS Private Wealth Management","UBS PRIVATE WEALTH MANAGEMENT","Investment / Portfolio Management"
"UC ATHELTICS","uc atheltics","NA","1","1","1","0","uc atheltics","UC ATHELTICS",""
"UC ATHLETICS BEARCAT MARKETING ASSOCIATION","UC Athletics Bearcat Marketing Association","NA","1","1","1","0","UC Athletics Bearcat Marketing Association","UC ATHLETICS BEARCAT MARKETING ASSOCIATION",""
"UC ATHLETICS ESPN PRODUCTIONS MRPO 2031","UC Athletics' ESPN+ Productions- MRPO 2031","NA","1","1","1","0","UC Athletics' ESPN+ Productions- MRPO 2031","UC ATHLETICS ESPN PRODUCTIONS MRPO 2031",""
"UC CAMPUS SERVICES","UC Campus Services","NA","1","1","1","0","UC Campus Services","UC CAMPUS SERVICES",""
"UC CENTER FOR BUSINESS ANALYTICS","UC Center for Business Analytics","NA","1","1","1","0","UC Center for Business Analytics","UC CENTER FOR BUSINESS ANALYTICS",""
"UC ENDOWMENT FUND","UC Endowment Fund","NA","1","1","1","0","UC Endowment Fund","UC ENDOWMENT FUND",""
"UC ENDOWMENT INVESTMENT OFFICE","UC Endowment Investment Office","NA","1","1","1","0","UC Endowment Investment Office","UC ENDOWMENT INVESTMENT OFFICE",""
"UC INVESTMENT COUNCIL","UC Investment Council","NA","1","1","1","0","UC Investment Council","UC INVESTMENT COUNCIL",""
"UC LEARNING COMMONS","UC Learning Commons","NA","1","1","1","0","UC Learning Commons","UC LEARNING COMMONS",""
"UC LIBRARIES","UC Libraries","NA","1","1","1","0","UC Libraries","UC LIBRARIES",""
"UC LINDNER FOUNDATION","UC Lindner Foundation","NA","1","1","1","0","UC Lindner Foundation","UC LINDNER FOUNDATION",""
"UC LINDNER URBAN IMPACT STUDIO","UC Lindner Urban Impact Studio","NA","1","1","1","0","UC Lindner Urban Impact Studio","UC LINDNER URBAN IMPACT STUDIO",""
"UC RED","UC RED","NA","1","1","1","0","UC RED","UC RED",""
"UC RESIDENT EDUCATION AND DEVELOPMENT","UC Resident Education and Development","NA","1","1","1","0","UC Resident Education and Development","UC RESIDENT EDUCATION AND DEVELOPMENT",""
"UC SIMULATION CENTER PROCTER AND GAMBLE COLLABORATION","UC Simulation Center - Procter & Gamble Collaboration","NA","1","1","1","0","UC Simulation Center - Procter & Gamble Collaboration","UC SIMULATION CENTER  PROCTER AND GAMBLE COLLABORATION",""
"UC SPONSERED RESEARCH SERVICES ACCOUNTING","UC Sponsered Research Services Accounting","NA","1","1","1","0","UC Sponsered Research Services Accounting","UC SPONSERED RESEARCH SERVICES ACCOUNTING",""
"UC STAFF SUCCESS CENTER","UC Staff Success Center","NA","1","1","1","0","UC Staff Success Center","UC STAFF SUCCESS CENTER",""
"UDRI","UDRI","NA","1","1","1","0","UDRI","UDRI",""
"ULTIMATE DRYWALL CONSTRUCTION","Ultimate Drywall Construction Inc","NA","1","1","1","0","Ultimate Drywall Construction Inc","ULTIMATE DRYWALL CONSTRUCTION",""
"ULTIMATE TEAM PRODUCTS","Ultimate Team Products","Retail Stores","1","1","1","1","Ultimate Team Products","ULTIMATE TEAM PRODUCTS","Retail Stores"
"UMC FOOD MINISTRY","UMC Food Ministry","NA","1","1","1","0","UMC Food Ministry","UMC FOOD MINISTRY",""
"UNCOVER VINTAGE","Uncover Vintage LLC","NA","1","1","1","0","Uncover Vintage LLC","UNCOVER VINTAGE",""
"UNIFUND CCR","Unifund CCR, LLC","Commercial Banking & Credit","1","1","1","1","Unifund CCR, LLC","UNIFUND CCR","Commercial Banking & Credit"
"UNIGREEN","Unigreen","NA","1","1","1","0","Unigreen","UNIGREEN",""
"UNILEVER","Unilever","CPG - Consumer Packaged Goods","1","1","1","1","Unilever","UNILEVER","CPG - Consumer Packaged Goods"
"UNION BAPTIST CHURCHCINCINNATI","Union Baptist Church,Cincinnati","Other Industries","1","1","1","1","Union Baptist Church,Cincinnati","UNION BAPTIST CHURCHCINCINNATI","Other Industries"
"UNISHIPPERS","Unishippers","Transportation & Logistics","1","1","1","1","Unishippers","UNISHIPPERS","Transportation & Logistics"
"UNITED HEALTH GROUP","United Health Group","Healthcare","1","1","1","1","United Health Group","UNITED HEALTH GROUP","Healthcare"
"UNITED STATES CIVILIAN CORPS","United States Civilian Corps","Non-Profit - Other","1","1","1","1","United States Civilian Corps","UNITED STATES CIVILIAN CORPS","Non-Profit - Other"
"UNIVERSAL ONE CREDIT UNION","Universal One Credit Union","NA","1","1","1","0","Universal One Credit Union","UNIVERSAL ONE CREDIT UNION",""
"UNIVERSITY HONORS PROGRAM","University Honors Program","Higher Education","1","1","1","1","University Honors Program","UNIVERSITY HONORS PROGRAM","Higher Education"
"UNIVERSITY MOVING AND STORAGE","University Moving and Storage","Transportation & Logistics","1","1","1","1","University Moving and Storage","UNIVERSITY MOVING AND STORAGE","Transportation & Logistics"
"UNIVERSITY OF CHICAGO MEDICINE","University of Chicago Medicine","NA","1","1","1","0","University of Chicago Medicine","UNIVERSITY OF CHICAGO MEDICINE",""
"UNIVERSITY OF CINCINNATI ACADEMIC AFFAIRS AND PROVOST","University of Cincinnati - Academic Affairs and Provost","Higher Education","1","1","1","1","University of Cincinnati - Academic Affairs and Provost","UNIVERSITY OF CINCINNATI  ACADEMIC AFFAIRS AND PROVOST","Higher Education"
"UNIVERSITY OF CINCINNATI ADVANCEMENT AND TRANSITION SERVICES","University of Cincinnati - Advancement & Transition Services","NA","1","1","1","0","University of Cincinnati - Advancement & Transition Services","UNIVERSITY OF CINCINNATI  ADVANCEMENT AND TRANSITION SERVICES",""
"UNIVERSITY OF CINCINNATI BEARCAT STUDENT CREATIVE AGENCY","University of Cincinnati - Bearcat Student Creative Agency","NA","1","1","1","0","University of Cincinnati - Bearcat Student Creative Agency","UNIVERSITY OF CINCINNATI  BEARCAT STUDENT CREATIVE AGENCY",""
"UNIVERSITY OF CINCINNATI BLUE ASH COLLEGE","University of Cincinnati - Blue Ash College","Higher Education","1","1","1","1","University of Cincinnati - Blue Ash College","UNIVERSITY OF CINCINNATI  BLUE ASH COLLEGE","Higher Education"
"UNIVERSITY OF CINCINNATI CAMPUS RECREATION","University of Cincinnati - Campus Recreation","Higher Education","1","1","1","1","University of Cincinnati - Campus Recreation","UNIVERSITY OF CINCINNATI  CAMPUS RECREATION","Higher Education"
"UNIVERSITY OF CINCINNATI CAMPUS RECREATION INACTIVE","University of Cincinnati - Campus Recreation INACTIVE","Higher Education","1","1","1","1","University of Cincinnati - Campus Recreation INACTIVE","UNIVERSITY OF CINCINNATI  CAMPUS RECREATION INACTIVE","Higher Education"
"UNIVERSITY OF CINCINNATI CAREER STUDIO","University of Cincinnati - Career Studio","NA","1","1","1","0","University of Cincinnati - Career Studio","UNIVERSITY OF CINCINNATI  CAREER STUDIO",""
"UNIVERSITY OF CINCINNATI CENTER FOR ENTREPRENEURSHIP","University of Cincinnati - Center for Entrepreneurship","Higher Education","1","1","1","1","University of Cincinnati - Center for Entrepreneurship","UNIVERSITY OF CINCINNATI  CENTER FOR ENTREPRENEURSHIP","Higher Education"
"UNIVERSITY OF CINCINNATI COLLEGE OF ARTS AND SCIENCES","University of Cincinnati - College of Arts & Sciences","Higher Education","1","1","1","1","University of Cincinnati - College of Arts & Sciences","UNIVERSITY OF CINCINNATI  COLLEGE OF ARTS AND SCIENCES","Higher Education"
"UNIVERSITY OF CINCINNATI DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL NEUROSCIENCE","University of Cincinnati - Department of Psychiatry and Behavioral Neuroscience","NA","1","1","1","0","University of Cincinnati - Department of Psychiatry and Behavioral Neuroscience","UNIVERSITY OF CINCINNATI  DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL NEUROSCIENCE",""
"UNIVERSITY OF CINCINNATI ECONOMICS DEPARTMENT","University of Cincinnati - Economics Department","NA","1","1","1","0","University of Cincinnati - Economics Department","UNIVERSITY OF CINCINNATI  ECONOMICS DEPARTMENT",""
"UNIVERSITY OF CINCINNATI LANGSAM LIBRARY","University of Cincinnati - Langsam Library","NA","1","1","1","0","University of Cincinnati - Langsam Library","UNIVERSITY OF CINCINNATI  LANGSAM LIBRARY",""
"UNIVERSITY OF CINCINNATI LEARNING AND INSTRUCTIONAL DESIGN TEAM","University of Cincinnati - Learning and Instructional Design Team","NA","1","1","1","0","University of Cincinnati - Learning and Instructional Design Team","UNIVERSITY OF CINCINNATI  LEARNING AND INSTRUCTIONAL DESIGN TEAM",""
"UNIVERSITY OF CINCINNATI LEARNING COMMONS SAMANTHA MCMAHON","University of Cincinnati - Learning Commons - Samantha McMahon","NA","1","1","1","0","University of Cincinnati - Learning Commons - Samantha McMahon","UNIVERSITY OF CINCINNATI  LEARNING COMMONS  SAMANTHA MCMAHON",""
"UNIVERSITY OF CINCINNATI MARKETING COMMUNICATIONS","University of Cincinnati - Marketing + Communications","Higher Education","1","1","1","1","University of Cincinnati - Marketing + Communications","UNIVERSITY OF CINCINNATI  MARKETING  COMMUNICATIONS","Higher Education"
"UNIVERSITY OF CINCINNATI NEXT INNOVATION SCHOLARS","University of Cincinnati - NEXT Innovation Scholars","NA","1","1","1","0","University of Cincinnati - NEXT Innovation Scholars","UNIVERSITY OF CINCINNATI  NEXT INNOVATION SCHOLARS",""
"UNIVERSITY OF CINCINNATI OFFICE OF ENTERPRISE RISK MANAGEMENT","University of Cincinnati - Office of Enterprise Risk Management","Higher Education","1","1","1","1","University of Cincinnati - Office of Enterprise Risk Management","UNIVERSITY OF CINCINNATI  OFFICE OF ENTERPRISE RISK MANAGEMENT","Higher Education"
"UNIVERSITY OF CINCINNATI OFFICE OF INFORMATION SECURITY","University of Cincinnati - Office of Information Security","Higher Education","1","1","1","1","University of Cincinnati - Office of Information Security","UNIVERSITY OF CINCINNATI  OFFICE OF INFORMATION SECURITY","Higher Education"
"UNIVERSITY OF CINCINNATI THE CINCINNATI ETHICS CENTER","University of Cincinnati - The Cincinnati Ethics Center","Higher Education","1","1","1","1","University of Cincinnati - The Cincinnati Ethics Center","UNIVERSITY OF CINCINNATI  THE CINCINNATI ETHICS CENTER","Higher Education"
"UNIVERSITY OF CINCINNATI UNIVERSITY HONORS PROGRAM","University of Cincinnati - University Honors Program","Higher Education","1","1","1","1","University of Cincinnati - University Honors Program","UNIVERSITY OF CINCINNATI  UNIVERSITY HONORS PROGRAM","Higher Education"
"UNIVERSITY OF CINCINNATI CENTER FOR THE ENHANCEMENT OF TEACHING AND LEARNING","University of Cincinnati Center for the Enhancement of Teaching & Learning","NA","1","1","1","0","University of Cincinnati Center for the Enhancement of Teaching & Learning","UNIVERSITY OF CINCINNATI CENTER FOR THE ENHANCEMENT OF TEACHING AND LEARNING",""
"UNIVERSITY OF CINCINNATI CONFERENCE AND EVENT SERVICES","University of Cincinnati Conference and Event Services","NA","1","1","1","0","University of Cincinnati Conference and Event Services","UNIVERSITY OF CINCINNATI CONFERENCE AND EVENT SERVICES",""
"UNIVERSITY OF CINCINNATI DEPARTMENT OF INTERNAL MEDICINE","University of Cincinnati Department of Internal Medicine","NA","1","1","1","0","University of Cincinnati Department of Internal Medicine","UNIVERSITY OF CINCINNATI DEPARTMENT OF INTERNAL MEDICINE",""
"UNIVERSITY OF CINCINNATI FOOTBALL TEAM","University of Cincinnati Football Team","NA","1","1","1","0","University of Cincinnati Football Team","UNIVERSITY OF CINCINNATI FOOTBALL TEAM",""
"UNIVERSITY OF CINCINNATI HR DEPARMENT","University of Cincinnati HR Deparment","NA","1","1","1","0","University of Cincinnati HR Deparment","UNIVERSITY OF CINCINNATI HR DEPARMENT",""
"UNIVERSITY OF CINCINNATI OFFICE OF THE CHIEF INVESTMENT OFFICER","University of Cincinnati Office of the Chief Investment Officer","NA","1","1","1","0","University of Cincinnati Office of the Chief Investment Officer","UNIVERSITY OF CINCINNATI OFFICE OF THE CHIEF INVESTMENT OFFICER",""
"UNIVERSITY OF CINCINNATI PARKING SERVICES","University of Cincinnati Parking Services","NA","1","1","1","0","University of Cincinnati Parking Services","UNIVERSITY OF CINCINNATI PARKING SERVICES",""
"UNIVERSITY OF CINCINNATI PHYSICIANS","University of Cincinnati Physicians Company","NA","1","1","1","0","University of Cincinnati Physicians Company","UNIVERSITY OF CINCINNATI PHYSICIANS",""
"UNIVERSITY OF CINCINNATI STUDENT AFFAIRS","University of Cincinnati Student Affairs","NA","1","1","1","0","University of Cincinnati Student Affairs","UNIVERSITY OF CINCINNATI STUDENT AFFAIRS",""
"UNIVERSITY OF CINCINNATI BEARCAST MEDIA","university of cincinnati, Bearcast Media","NA","1","1","1","0","university of cincinnati, Bearcast Media","UNIVERSITY OF CINCINNATI BEARCAST MEDIA",""
"UNIVERSITY OF CINCINNATI DEPARTMENT OF ATHLETICS","University of Cincinnati, Department of Athletics","NA","1","1","1","0","University of Cincinnati, Department of Athletics","UNIVERSITY OF CINCINNATI DEPARTMENT OF ATHLETICS",""
"UNIVERSITY OF CINCINNATI DEPARTMENT OF ENVIRONMENTAL AND PUBLIC HEALTH SCIENCES","University of Cincinnati, Department of Environmental & Public Health Sciences","NA","1","1","1","0","University of Cincinnati, Department of Environmental & Public Health Sciences","UNIVERSITY OF CINCINNATI DEPARTMENT OF ENVIRONMENTAL AND PUBLIC HEALTH SCIENCES",""
"UNIVERSITY OF CINCINNATI DIGITAL SCHOLARSHIP CENTER","University of Cincinnati, Digital Scholarship Center","NA","1","1","1","0","University of Cincinnati, Digital Scholarship Center","UNIVERSITY OF CINCINNATI DIGITAL SCHOLARSHIP CENTER",""
"UNIVERSITY OF CINCINNATI MEDIA PRODUCTION","University of Cincinnati, Media Production","NA","1","1","1","0","University of Cincinnati, Media Production","UNIVERSITY OF CINCINNATI MEDIA PRODUCTION",""
"UNIVERSITY OF CINCINNATI OFFICE OF COOPERATIVE EDUCATION AND PROFESSIONAL STUDIES","University of Cincinnati, Office of Cooperative Education and Professional Studies","NA","1","1","1","0","University of Cincinnati, Office of Cooperative Education and Professional Studies","UNIVERSITY OF CINCINNATI OFFICE OF COOPERATIVE EDUCATION AND PROFESSIONAL STUDIES",""
"UNIVERSITY OF CINCINNATITRADEMARK AND LICENSING OFFICE","University of Cincinnati-Trademark and Licensing Office","NA","1","1","1","0","University of Cincinnati-Trademark and Licensing Office","UNIVERSITY OF CINCINNATITRADEMARK AND LICENSING OFFICE",""
"UNIVERSITY OF TOLEDO ATHLETICS","University of Toledo Athletics","NA","1","1","1","0","University of Toledo Athletics","UNIVERSITY OF TOLEDO ATHLETICS",""
"UNIVERSITY TEES","University Tees","Retail Stores","1","1","1","1","University Tees","UNIVERSITY TEES","Retail Stores"
"UPRIGHT COMMUNICATIONS","Upright Communications","Advertising, PR & Marketing","1","1","1","1","Upright Communications","UPRIGHT COMMUNICATIONS","Advertising, PR & Marketing"
"UPS SUPPLY CHAIN SOLUTIONS","UPS Supply Chain Solutions","NA","1","1","1","0","UPS Supply Chain Solutions","UPS SUPPLY CHAIN SOLUTIONS",""
"UPSTART","Upstart","Internet & Software","1","1","1","1","Upstart","UPSTART","Internet & Software"
"URBAN LUXE","Urban Luxe","NA","1","1","1","0","Urban Luxe","URBAN LUXE",""
"URBN","URBN","Retail Stores","1","1","1","1","URBN","URBN","Retail Stores"
"URBN ANTHROPOLOGIE BHLDN FREE PEOPLE TERRAIN URBAN OUTFITTERS","URBN (Anthropologie, BHLDN, Free People, Terrain, Urban Outfitters)","Retail Stores","1","1","1","1","URBN (Anthropologie, BHLDN, Free People, Terrain, Urban Outfitters)","URBN ANTHROPOLOGIE BHLDN FREE PEOPLE TERRAIN URBAN OUTFITTERS","Retail Stores"
"URENCO USA","Urenco USA","Other Industries","1","1","1","1","Urenco USA","URENCO USA","Other Industries"
"US DIGITAL PARTNERS","US Digital Partners","Advertising, PR & Marketing","1","1","1","1","US Digital Partners","US DIGITAL PARTNERS","Advertising, PR & Marketing"
"US DISTRICT COURTS","US District Courts","NA","1","1","1","0","US District Courts","US DISTRICT COURTS",""
"US SECURITIES AND EXCHANGE COMMISSION","US Securities and Exchange Commission","NA","1","1","1","0","US Securities and Exchange Commission","US SECURITIES AND EXCHANGE COMMISSION",""
"USGREENTECH","USGreentech","Sports & Leisure","1","1","1","1","USGreentech","USGREENTECH","Sports & Leisure"
"UTSS","UTSS","NA","1","1","1","0","UTSS","UTSS",""
"UTZ QUALITY FOODS","Utz Quality Foods, Inc","Food & Beverage","1","1","1","1","Utz Quality Foods, Inc","UTZ QUALITY FOODS","Food & Beverage"
"VAJRA JEWELS","Vajra Jewels","NA","1","1","1","0","Vajra Jewels","VAJRA JEWELS",""
"VALENTINE JOHNS","Valentine Johns","NA","1","1","1","0","Valentine Johns","VALENTINE JOHNS",""
"VALIN ARCELORMITTAL AUTOMOTIVE STEEL","Valin ArcelorMittal Automotive Steel Co","NA","1","1","1","0","Valin ArcelorMittal Automotive Steel Co","VALIN ARCELORMITTAL AUTOMOTIVE STEEL",""
"VALPAK OF CINCINNATIDAYTON","Valpak of Cincinnati/Dayton","NA","1","1","1","0","Valpak of Cincinnati/Dayton","VALPAK OF CINCINNATIDAYTON",""
"VALVOLINE GLOBAL PRODUCTS","Valvoline Global Products","Manufacturing","1","1","1","1","Valvoline Global Products","VALVOLINE GLOBAL PRODUCTS","Manufacturing"
"VANDERLANDE INDUSTRIES","Vanderlande Industries, Inc","Manufacturing","1","1","1","1","Vanderlande Industries, Inc","VANDERLANDE INDUSTRIES","Manufacturing"
"VANDYK MORTGAGE","VanDyk Mortgage Corporation","Commercial Banking & Credit","1","1","1","1","VanDyk Mortgage Corporation","VANDYK MORTGAGE","Commercial Banking & Credit"
"VANGUARD FINANCIAL SERVICES","Vanguard Financial Services","NA","1","1","1","0","Vanguard Financial Services","VANGUARD FINANCIAL SERVICES",""
"VANTIV NOW WORLDPAY","Vantiv Now Worldpay","Financial Services","1","1","1","1","Vantiv Now Worldpay","VANTIV NOW WORLDPAY","Financial Services"
"VEIN360","Vein360","Medical Devices","1","1","1","1","Vein360","VEIN360","Medical Devices"
"VELVET HAMMER BRANDING","Velvet Hammer Branding","NA","1","1","1","0","Velvet Hammer Branding","VELVET HAMMER BRANDING",""
"VERITY WEALTH PARTNERS NORTHWESTERN MUTUAL PRIVATE CLIENT GROUP","Verity Wealth Partners Northwestern Mutual Private Client Group","NA","1","1","1","0","Verity Wealth Partners Northwestern Mutual Private Client Group","VERITY WEALTH PARTNERS NORTHWESTERN MUTUAL PRIVATE CLIENT GROUP",""
"VERNOVIS","Vernovis","Staffing & Recruiting","1","1","1","1","Vernovis","VERNOVIS","Staffing & Recruiting"
"VERO HOME","Vero Home","NA","1","1","1","0","Vero Home","VERO HOME",""
"VERTEX","vertex inc","NA","1","1","1","0","vertex inc","VERTEX",""
"VIA CHARACTER","VIA Character","NA","1","1","1","0","VIA Character","VIA CHARACTER",""
"VIA INSTITUTE ON CHARACTER","VIA Institute on Character","NA","1","1","1","0","VIA Institute on Character","VIA INSTITUTE ON CHARACTER",""
